candidate_scope,candidate_id,candidate_label,source_id,source_family,evidence_level,candidate_type,decision_status,decision_class,decision_predicate,rationale,assumptions_or_heuristics,reviewer_or_role,source_artifact,linked_artifact,evidence_detail
mapping_candidate,candidate-2067a178141ac3aa,Plan -> Action,prov_o,uogto_alignments_prov-o,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Plan,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.75, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-f2cd797bbd5edcbe,AgentInfluence -> AgentMessage,prov_o,uogto_extensions_llm-agent-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#AgentInfluence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.1826, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5714, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0833, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-bc3bc7febb6b8d5a,Location -> Auction,prov_o,uogto_extensions_auctions,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Location,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-34338e64af1bcadf,hadUsage -> has state,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#hadUsage,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-c874c4fdd437aa7c,wasInvalidatedBy -> hasCandidate,prov_o,uogto_extensions_computational-social-choice,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#wasInvalidatedBy,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6429, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-5864c300491b0338,Bundle -> Outcome,prov_o,uogto_alignments_prov-o,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Bundle,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.3077, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 1.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-8059a6e8ec1d9629,Quotation -> Sequential Action,prov_o,uogto_core_actions,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Quotation,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0496, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6154, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0833, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-3e156faba11703b1,Start -> Strategy,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Start,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6154, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.1333, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-96a99268f45554e3,Attribution -> Institution,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Attribution,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6364, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-38a962079f3ba904,Communication -> Coalition,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Communication,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6364, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-85aca67ad9c23db5,Association -> AllocationRule,prov_o,uogto_extensions_mechanism-design,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Association,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0524, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6154, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-1cf7f9a05f658643,Bundle -> Rule,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Bundle,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.1667, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-66aaab0572bd70a5,Plan -> Player,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Plan,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.1667, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-ff4dca789f7bc458,Quotation -> Transition,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Quotation,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6316, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-bc28e09437a943da,Quotation -> Allocation,prov_o,uogto_extensions_matching-allocation,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Quotation,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6316, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-3b8259bae6133a85,Invalidation -> Allocation,prov_o,uogto_extensions_matching-allocation,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Invalidation,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6364, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-8c34b25cc64c11f8,generatedAtTime -> temperatureValue,prov_o,uogto_extensions_llm-agent-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#generatedAtTime,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5294, ""normalized_label"": false, ""property_signature_similarity"": 0.3529, ""source_reliability"": 1.0, ""structural_similarity"": 0.3529, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-72ed272396e8b258,Derivation -> Transition,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Derivation,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.1538, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-2faafbb296a47aeb,atTime -> timeHorizon,prov_o,uogto_extensions_differential-hybrid-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#atTime,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.2864, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4211, ""normalized_label"": false, ""property_signature_similarity"": 0.3684, ""source_reliability"": 1.0, ""structural_similarity"": 0.3684, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-9fc5a3e01e78d560,ActivityInfluence -> InfluenceGame,prov_o,uogto_extensions_network-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#ActivityInfluence,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.1754, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5625, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-553400bb3e49f342,Quotation -> Auction,prov_o,uogto_extensions_auctions,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Quotation,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.625, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-0aadc5e78f945ac7,endedAtTime -> name,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#endedAtTime,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.4706, ""normalized_label"": false, ""property_signature_similarity"": 0.5, ""source_reliability"": 1.0, ""structural_similarity"": 0.5, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-6f5a6b31bb4f1301,PrimarySource -> Outcome,prov_o,uogto_alignments_prov-o,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#PrimarySource,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.381, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.75, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-76b5511c8ce656ef,atLocation -> has coalition,prov_o,uogto_extensions_cooperative,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#atLocation,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.1155, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5833, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-f40244c23529fa47,Collection -> Auction,prov_o,uogto_extensions_auctions,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Collection,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5882, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.1667, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-00d15be75e345246,Usage -> State,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Usage,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.1333, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-8b830dfbb3852914,startedAtTime -> timestamp,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#startedAtTime,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.1529, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.3333, ""normalized_label"": false, ""property_signature_similarity"": 0.7273, ""source_reliability"": 1.0, ""structural_similarity"": 0.7273, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-b026ed3b9daf38b2,Association -> Game Specification,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Association,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6207, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-e3f237d1c4351900,Delegation -> Agent,prov_o,uogto_alignments_prov-o,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Delegation,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.1857, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.2667, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.875, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-545e4d4b5eee0332,wasInformedBy -> has information set,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#wasInformedBy,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6452, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-231b851c1e887967,startedAtTime -> threatScore,prov_o,uogto_extensions_security-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#startedAtTime,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5185, ""normalized_label"": false, ""property_signature_similarity"": 0.3529, ""source_reliability"": 1.0, ""structural_similarity"": 0.3529, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-a1139ca5a71b701f,wasRevisionOf -> has core solution,prov_o,uogto_extensions_cooperative,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#wasRevisionOf,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6207, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-0eef40d49689f738,Derivation -> Auction,prov_o,uogto_extensions_auctions,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#Derivation,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5882, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.1538, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-c32f7b51f1138dbe,hadGeneration -> has transition,prov_o,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/ns/prov#hadGeneration,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6429, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-92ccda714e703a94,Action -> Action,schema_org,uogto_alignments_schema-org,mapping_review,skos:narrowMatch,accepted,included,skos:narrowMatch,Accepted because the checked-in UOGTO alignment module asserts the UOGTO term as a subclass of the external source term; recorded as a conservative narrow match rather than equivalence.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",ontology_alignment_reviewer,docs/ontology-comparison/mapping-review.csv,https://schema.org/Action,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.2857, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": true, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 1.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-9d8ac14d596018b4,description -> description,schema_org,uogto_core_uogto-core,mapping_review,owl:equivalentProperty,accepted,included,owl:equivalentProperty,Accepted by deterministic exact/equivalent prefill; high-impact rows remain flagged for reviewer attention.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://ogp.me/ns#description,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.8165, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": false, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-b14fae522b7c3ba1,description -> description,schema_org,uogto_core_uogto-core,mapping_review,owl:equivalentProperty,accepted,included,owl:equivalentProperty,Accepted by deterministic exact/equivalent prefill; high-impact rows remain flagged for reviewer attention.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://purl.org/dc/terms/description,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.8165, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": false, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-ecc6d37eccbf57b0,description -> description,schema_org,uogto_core_uogto-core,mapping_review,owl:equivalentProperty,accepted,included,owl:equivalentProperty,Accepted by deterministic exact/equivalent prefill; high-impact rows remain flagged for reviewer attention.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://ref.gs1.org/voc/description,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.8165, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": false, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
